"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:57:35,0224787","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\UIControls.sst","NO SUCH FILE","Filter: UIControls.sst"
"15:57:35,0227997","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\UIControls.sst","NO SUCH FILE","Filter: UIControls.sst"
"15:57:40,9696506","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\UIControls.sst","NO SUCH FILE","Filter: UIControls.sst"
"15:57:40,9704223","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\UIControls.sst","NO SUCH FILE","Filter: UIControls.sst"
"15:57:40,9810748","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_1.sst","NO SUCH FILE","Filter: mainmenuback_1_1.sst"
"15:57:40,9815135","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_1.sst","NO SUCH FILE","Filter: mainmenuback_1_1.sst"
"15:57:40,9975037","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_2.sst","NO SUCH FILE","Filter: mainmenuback_1_2.sst"
"15:57:40,9979569","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_2.sst","NO SUCH FILE","Filter: mainmenuback_1_2.sst"
"15:57:41,0113020","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_3.sst","NO SUCH FILE","Filter: mainmenuback_1_3.sst"
"15:57:41,0116151","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_3.sst","NO SUCH FILE","Filter: mainmenuback_1_3.sst"
"15:57:41,0249448","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_4.sst","NO SUCH FILE","Filter: mainmenuback_1_4.sst"
"15:57:41,0253177","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_1_4.sst","NO SUCH FILE","Filter: mainmenuback_1_4.sst"
"15:57:41,0372218","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_1.sst","NO SUCH FILE","Filter: mainmenuback_2_1.sst"
"15:57:41,0374777","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_1.sst","NO SUCH FILE","Filter: mainmenuback_2_1.sst"
"15:57:41,0487909","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_2.sst","NO SUCH FILE","Filter: mainmenuback_2_2.sst"
"15:57:41,0491087","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_2.sst","NO SUCH FILE","Filter: mainmenuback_2_2.sst"
"15:57:41,0608516","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_3.sst","NO SUCH FILE","Filter: mainmenuback_2_3.sst"
"15:57:41,0639729","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_3.sst","NO SUCH FILE","Filter: mainmenuback_2_3.sst"
"15:57:41,0898026","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_4.sst","NO SUCH FILE","Filter: mainmenuback_2_4.sst"
"15:57:41,0908185","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_2_4.sst","NO SUCH FILE","Filter: mainmenuback_2_4.sst"
"15:57:41,1199638","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_1.sst","NO SUCH FILE","Filter: mainmenuback_3_1.sst"
"15:57:41,1202543","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_1.sst","NO SUCH FILE","Filter: mainmenuback_3_1.sst"
"15:57:41,1260519","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_2.sst","NO SUCH FILE","Filter: mainmenuback_3_2.sst"
"15:57:41,1593817","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_2.sst","NO SUCH FILE","Filter: mainmenuback_3_2.sst"
"15:57:41,1734169","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_3.sst","NO SUCH FILE","Filter: mainmenuback_3_3.sst"
"15:57:41,1749447","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_3.sst","NO SUCH FILE","Filter: mainmenuback_3_3.sst"
"15:57:41,1860935","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_4.sst","NO SUCH FILE","Filter: mainmenuback_3_4.sst"
"15:57:41,1867473","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\mainmenuback_3_4.sst","NO SUCH FILE","Filter: mainmenuback_3_4.sst"
"15:57:41,1998143","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\eegenericbutton_gold.sst","NO SUCH FILE","Filter: eegenericbutton_gold.sst"
"15:57:41,2001002","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\eegenericbutton_gold.sst","NO SUCH FILE","Filter: eegenericbutton_gold.sst"
"15:57:46,3520074","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_1.sst","NO SUCH FILE","Filter: gametools_1_1.sst"
"15:57:46,3522562","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_1.sst","NO SUCH FILE","Filter: gametools_1_1.sst"
"15:57:46,3820623","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_2.sst","NO SUCH FILE","Filter: gametools_1_2.sst"
"15:57:46,3823163","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_2.sst","NO SUCH FILE","Filter: gametools_1_2.sst"
"15:57:46,3948608","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_3.sst","NO SUCH FILE","Filter: gametools_1_3.sst"
"15:57:46,3954882","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_3.sst","NO SUCH FILE","Filter: gametools_1_3.sst"
"15:57:46,4065778","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_4.sst","NO SUCH FILE","Filter: gametools_1_4.sst"
"15:57:46,4068718","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_1_4.sst","NO SUCH FILE","Filter: gametools_1_4.sst"
"15:57:46,4209227","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_1.sst","NO SUCH FILE","Filter: gametools_2_1.sst"
"15:57:46,4211665","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_1.sst","NO SUCH FILE","Filter: gametools_2_1.sst"
"15:57:46,4252587","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_2.sst","NO SUCH FILE","Filter: gametools_2_2.sst"
"15:57:46,4255160","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_2.sst","NO SUCH FILE","Filter: gametools_2_2.sst"
"15:57:46,4345830","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_3.sst","NO SUCH FILE","Filter: gametools_2_3.sst"
"15:57:46,4349129","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_3.sst","NO SUCH FILE","Filter: gametools_2_3.sst"
"15:57:46,4567705","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_4.sst","NO SUCH FILE","Filter: gametools_2_4.sst"
"15:57:46,4570814","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_2_4.sst","NO SUCH FILE","Filter: gametools_2_4.sst"
"15:57:46,4611660","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_1.sst","NO SUCH FILE","Filter: gametools_3_1.sst"
"15:57:46,4614024","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_1.sst","NO SUCH FILE","Filter: gametools_3_1.sst"
"15:57:46,4694730","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_2.sst","NO SUCH FILE","Filter: gametools_3_2.sst"
"15:57:46,4697139","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_2.sst","NO SUCH FILE","Filter: gametools_3_2.sst"
"15:57:46,4777921","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_3.sst","NO SUCH FILE","Filter: gametools_3_3.sst"
"15:57:46,4780302","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_3.sst","NO SUCH FILE","Filter: gametools_3_3.sst"
"15:57:46,4887884","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_4.sst","NO SUCH FILE","Filter: gametools_3_4.sst"
"15:57:46,4890275","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\gametools_3_4.sst","NO SUCH FILE","Filter: gametools_3_4.sst"
"15:57:46,9999513","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\SE Buttons.sst","NO SUCH FILE","Filter: SE Buttons.sst"
"15:57:47,0002498","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\SE Buttons.sst","NO SUCH FILE","Filter: SE Buttons.sst"
"15:57:47,0108667","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\scenpart.sst","NO SUCH FILE","Filter: scenpart.sst"
"15:57:47,0111630","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\scenpart.sst","NO SUCH FILE","Filter: scenpart.sst"
"15:57:47,0426387","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\BaseGrass_1_1.sst","NO SUCH FILE","Filter: BaseGrass_1_1.sst"
"15:57:47,0429734","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\BaseGrass_1_1.sst","NO SUCH FILE","Filter: BaseGrass_1_1.sst"
"15:57:47,0445448","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_beach.sst","NO SUCH FILE","Filter: button_beach.sst"
"15:57:47,0449194","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_beach.sst","NO SUCH FILE","Filter: button_beach.sst"
"15:57:47,0456642","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\SandyBeach_1_1.sst","NO SUCH FILE","Filter: SandyBeach_1_1.sst"
"15:57:47,0462926","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\SandyBeach_1_1.sst","NO SUCH FILE","Filter: SandyBeach_1_1.sst"
"15:57:47,0489530","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\grasspatch_1_1.sst","NO SUCH FILE","Filter: grasspatch_1_1.sst"
"15:57:47,0492552","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\grasspatch_1_1.sst","NO SUCH FILE","Filter: grasspatch_1_1.sst"
"15:57:47,0517588","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_woodlands.sst","NO SUCH FILE","Filter: button_woodlands.sst"
"15:57:47,0522380","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_woodlands.sst","NO SUCH FILE","Filter: button_woodlands.sst"
"15:57:47,0527932","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\GrassTufts_1_1.sst","NO SUCH FILE","Filter: GrassTufts_1_1.sst"
"15:57:47,0530643","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\GrassTufts_1_1.sst","NO SUCH FILE","Filter: GrassTufts_1_1.sst"
"15:57:47,0544367","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Rock_2_1.sst","NO SUCH FILE","Filter: Rock_2_1.sst"
"15:57:47,0547354","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Rock_2_1.sst","NO SUCH FILE","Filter: Rock_2_1.sst"
"15:57:47,0563769","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_desert.sst","NO SUCH FILE","Filter: button_desert.sst"
"15:57:47,0570634","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_desert.sst","NO SUCH FILE","Filter: button_desert.sst"
"15:57:47,0581449","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Ice_1_1.sst","NO SUCH FILE","Filter: Ice_1_1.sst"
"15:57:47,0585398","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Ice_1_1.sst","NO SUCH FILE","Filter: Ice_1_1.sst"
"15:57:47,0610748","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\overgrowngrass_1_1.sst","NO SUCH FILE","Filter: overgrowngrass_1_1.sst"
"15:57:47,0613525","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\overgrowngrass_1_1.sst","NO SUCH FILE","Filter: overgrowngrass_1_1.sst"
"15:57:47,0745444","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\BCrackedMud_1_1.sst","NO SUCH FILE","Filter: BCrackedMud_1_1.sst"
"15:57:47,0751847","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\BCrackedMud_1_1.sst","NO SUCH FILE","Filter: BCrackedMud_1_1.sst"
"15:57:47,0807513","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Marsh_1_1.sst","NO SUCH FILE","Filter: Marsh_1_1.sst"
"15:57:47,0809977","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Marsh_1_1.sst","NO SUCH FILE","Filter: Marsh_1_1.sst"
"15:57:47,0862870","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Asphalt_1_1.sst","NO SUCH FILE","Filter: Asphalt_1_1.sst"
"15:57:47,0866095","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Asphalt_1_1.sst","NO SUCH FILE","Filter: Asphalt_1_1.sst"
"15:57:47,0898050","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\DriedLeaves_1_1.sst","NO SUCH FILE","Filter: DriedLeaves_1_1.sst"
"15:57:47,0903020","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\DriedLeaves_1_1.sst","NO SUCH FILE","Filter: DriedLeaves_1_1.sst"
"15:57:47,0983874","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Underwater_1_1.sst","NO SUCH FILE","Filter: Underwater_1_1.sst"
"15:57:47,0989692","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Underwater_1_1.sst","NO SUCH FILE","Filter: Underwater_1_1.sst"
"15:57:47,1032080","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\SnowTufts_1_1.sst","NO SUCH FILE","Filter: SnowTufts_1_1.sst"
"15:57:47,1035047","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\SnowTufts_1_1.sst","NO SUCH FILE","Filter: SnowTufts_1_1.sst"
"15:57:47,1133024","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_tree.sst","NO SUCH FILE","Filter: button_tree.sst"
"15:57:47,1136245","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\button_tree.sst","NO SUCH FILE","Filter: button_tree.sst"
"15:57:47,1140997","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\but_stinger_10T.sst","NO SUCH FILE","Filter: but_stinger_10T.sst"
"15:57:47,1146303","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\but_stinger_10T.sst","NO SUCH FILE","Filter: but_stinger_10T.sst"
"15:57:47,1157738","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Stoneroad_2_1.sst","NO SUCH FILE","Filter: Stoneroad_2_1.sst"
"15:57:47,1160187","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Stoneroad_2_1.sst","NO SUCH FILE","Filter: Stoneroad_2_1.sst"
"15:57:47,1260404","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Bricks_1_1.sst","NO SUCH FILE","Filter: Bricks_1_1.sst"
"15:57:47,1264310","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Bricks_1_1.sst","NO SUCH FILE","Filter: Bricks_1_1.sst"
"15:57:47,1339828","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Pavement_1_1.sst","NO SUCH FILE","Filter: Pavement_1_1.sst"
"15:57:47,1342834","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Pavement_1_1.sst","NO SUCH FILE","Filter: Pavement_1_1.sst"
"15:57:47,1371157","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\White_2_1.sst","NO SUCH FILE","Filter: White_2_1.sst"
"15:57:47,1375822","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\White_2_1.sst","NO SUCH FILE","Filter: White_2_1.sst"
"15:57:47,1390493","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Plaza_1_1.sst","NO SUCH FILE","Filter: Plaza_1_1.sst"
"15:57:47,1396952","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Plaza_1_1.sst","NO SUCH FILE","Filter: Plaza_1_1.sst"
"15:57:47,1485777","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\RockySand_1_1.sst","NO SUCH FILE","Filter: RockySand_1_1.sst"
"15:57:47,1491270","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\RockySand_1_1.sst","NO SUCH FILE","Filter: RockySand_1_1.sst"
"15:57:47,1541919","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Water_Ocean_1.sst","NO SUCH FILE","Filter: Water_Ocean_1.sst"
"15:57:47,1549212","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Water_Ocean_1.sst","NO SUCH FILE","Filter: Water_Ocean_1.sst"
"15:57:47,1562126","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Cliff_1_1.sst","NO SUCH FILE","Filter: Cliff_1_1.sst"
"15:57:47,1565490","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Cliff_1_1.sst","NO SUCH FILE","Filter: Cliff_1_1.sst"
"15:57:47,1590244","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Cliff_2_1.sst","NO SUCH FILE","Filter: Cliff_2_1.sst"
"15:57:47,1593282","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Cliff_2_1.sst","NO SUCH FILE","Filter: Cliff_2_1.sst"
"15:57:47,1626965","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\TCrackedMud_1_1.sst","NO SUCH FILE","Filter: TCrackedMud_1_1.sst"
"15:57:47,1630611","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\TCrackedMud_1_1.sst","NO SUCH FILE","Filter: TCrackedMud_1_1.sst"
"15:57:47,1735575","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Grass_6_1.sst","NO SUCH FILE","Filter: Grass_6_1.sst"
"15:57:47,1743615","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Grass_6_1.sst","NO SUCH FILE","Filter: Grass_6_1.sst"
